Code,Innovation Name,Spatial Scale,Indicator Number,Indicator Name,Description,Metric,Category,slope_log,slope_exp,slope_lin,log_t0,log_Dt,log_K,exp_a,exp_c,lin_intercept,log_r2,log_r2adj,log_rmse,log_mae,exp_r2,exp_r2adj,exp_rmse,exp_mae,lin_r2,lin_r2adj,lin_rmse,lin_mae,n_data_points,n_non_zero_data_points,max_over_K,min_over_K,range_over_k,length_trimmed_series_years,n_data_points_beyond_max,n_data_points_beyond_min,suspected_reversal_up2down,suspected_reversal_down2up,at_least_one_big_jump,autocorr_l1,all_values_less_than_or_equal_to_1,all_values_less_than_or_equal_to_100,C1_R2,C2_threshold_non_zero_value_years,C3_pct_non_zero,C4_less_than_250_jump_in_second_half,C4_less_than_80_fall_in_second_half,C4_combined_less_than_80_fall_and_250_jump_in_second_half,C5_volatility_autocorrelation_lag1_threshold_0.7,C6_{K_COVERAGE_THRESHOLD}_of_k_covered_by_data,C7_lin_r2,use_log,use_lin
sol_con_1.1Ado_d44_m28,solar leasing,Connecticut,1.1,Adoption over Time,% third party owned systems (>$250k),%,m11,1.948,0.0046557,0.039588,2013,2.2559,0.53661,1554.3,1.5758e+05,-79.421,0.81012,0.74683,0.1056,0.083274,-2.5684,-3.2821,0.45779,0.38838,0.37358,0.2483,0.19181,0.16624,13,11,1.2653,0.033544,1.2318,11,6,10,1,0,1,0.92642,1,1,y,y,y,y,y,y,y,y,y,y,y
sol_con_4.1Kso_d213_m100,solar leasing,connecticut,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,m11,0.16792,0.1677,2.6675,2060.2,26.17,31476,0.30135,1991.3,-5349.7,0.35103,0.23651,25.796,15.943,0.35103,0.27892,25.796,15.946,0.25446,0.17162,27.649,19.206,21,9,0.003177,0.00066717,0.0025098,17,16,6,0,1,1,0.38902,0,1,m,y,y,m,m,m,m,m,m,m,m
sol_glo_3.3Leg_d235_m20,solar leasing,Global,3.3,Risk & Uncertainty (Shared Expectations),scientific publications,# publications,m11,0.1118,0.058152,1.074,2010.9,39.307,66.289,1.6595,1961.8,-2126.6,0.88873,0.88219,6.2522,3.9189,0.85728,0.85179,7.0811,5.273,0.82731,0.82067,7.789,6.2459,55,38,0.95038,0.015085,0.93529,45,2,44,0,0,1,0.93508,0,1,y,y,y,y,y,y,y,y,y,y,y
sol_mas_1.1Ado_d39_m28,solar leasing,Massachusetts,1.1,Adoption over Time,% third party owned systems ($100k-$150k),%,m11,0.81552,0.0045736,0.038698,2012.4,5.3885,0.57757,1554.3,1.5758e+05,-77.568,0.70264,0.60352,0.11121,0.081007,-4.7973,-5.9567,0.49105,0.44669,0.50405,0.40487,0.14362,0.097588,13,13,1.3003,0.083106,1.2172,13,7,12,1,0,1,0.8924,1,1,y,y,y,y,y,y,y,y,y,y,y
sol_mas_1.1Ado_d40_m28,solar leasing,Massachusetts,1.1,Adoption over Time,% third party owned systems ($150k-$200k),%,m11,0.93932,0.0040471,0.033033,2012.2,4.6783,0.51548,1554.5,1.5756e+05,-66.189,0.66146,0.54861,0.11034,0.074134,-4.5747,-5.6897,0.44776,0.40562,0.42477,0.30973,0.14383,0.10379,13,13,1.3909,0.10864,1.2823,13,7,12,1,0,1,0.8875,1,1,m,y,y,y,y,y,y,y,y,m,y
sol_mas_1.1Ado_d41_m28,solar leasing,Massachusetts,1.1,Adoption over Time,% third party owned systems ($200k-$250k),%,m11,1.1188,0.053788,0.021148,2011.8,3.9277,0.3915,0.74038,2031.8,-42.314,0.51519,0.35358,0.11168,0.081867,0.19875,0.0385,0.14357,0.10316,0.24341,0.092089,0.13951,0.10403,13,13,1.6194,0.074075,1.5453,13,7,12,1,0,1,0.86821,1,1,m,y,y,y,y,y,y,y,m,m,m
sol_mas_1.1Ado_d42_m28,solar leasing,Massachusetts,1.1,Adoption over Time,% third party owned systems ($50k-$100k),%,m11,0.87358,0.0053712,0.047242,2012.9,5.0304,0.63052,1554.1,1.576e+05,-94.772,0.7796,0.70614,0.10741,0.07714,-4.1816,-5.2179,0.52079,0.46785,0.59692,0.51631,0.14525,0.10152,13,13,1.2244,0.085644,1.1387,13,7,12,1,0,1,0.8957,1,1,y,y,y,y,y,y,y,y,y,y,y
sol_mas_1.1Ado_d43_m28,solar leasing,Massachusetts,1.1,Adoption over Time,% third party owned systems (<$50k),%,m11,0.79262,0.0059746,0.053758,2013.1,5.5442,0.73115,1553.9,1.5762e+05,-107.84,0.80127,0.73503,0.11322,0.08906,-4.3919,-5.4702,0.58972,0.53223,0.62729,0.55274,0.15505,0.11408,13,13,1.1393,0.17643,0.96286,13,6,12,1,0,1,0.91011,1,1,y,y,y,y,y,y,y,y,y,y,y
sol_mas_1.1Ado_d44_m28,solar leasing,Massachusetts,1.1,Adoption over Time,% third party owned systems (>$250k),%,m11,1.1203,0.0026462,0.017967,2011.7,3.9227,0.37315,1554.9,1.5752e+05,-35.914,0.46106,0.28142,0.11572,0.082798,-3.7949,-4.7539,0.34517,0.30708,0.18188,0.018259,0.14258,0.10084,13,13,1.7124,0.1072,1.6052,13,7,12,1,0,1,0.85268,1,1,m,y,y,y,y,y,y,y,m,m,m
sol_mas_4.1Kso_d213_m100,solar leasing,Massachusetts,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,m11,0.18362,0.18362,3.4061,2078.5,23.932,2.1665e+06,0.077987,1985.1,-6830.4,0.5581,0.48011,22.429,14.829,0.5581,0.509,22.429,14.829,0.37368,0.30409,26.702,20.496,21,12,4.6158e-05,4.4538e-06,4.1704e-05,20,0,11,0,1,1,0.60786,0,1,m,y,y,m,m,m,m,m,y,m,m
sol_new_1.1Ado_d39_m28,solar leasing,New Jersey,1.1,Adoption over Time,% third party owned systems ($100k-$150k),%,m11,0.017651,0.00052246,-0.0042527,284.74,248.97,0.66646,1555.8,1.5743e+05,9.24,-2.8866e-15,-0.33333,0.23947,0.19996,-7.7452,-9.4943,0.70818,0.66646,0.0044152,-0.1947,0.23894,0.19538,13,13,1.4014,0.13954,1.2619,13,9,12,1,0,1,0.96068,1,1,n,y,y,y,y,y,y,y,m,n,m
sol_new_1.1Ado_d40_m28,solar leasing,New Jersey,1.1,Adoption over Time,% third party owned systems ($150k-$200k),%,m11,0.010349,0.00055877,-0.0039066,458.86,424.61,0.62254,1555.7,1.5744e+05,8.4982,-9.1633e-10,-0.33333,0.24266,0.20573,-6.5817,-8.098,0.66816,0.62254,0.0036285,-0.19565,0.24222,0.20152,13,13,1.4441,0.10441,1.3397,13,7,12,1,0,1,0.96013,1,1,n,y,y,y,y,y,y,y,m,n,m
sol_new_1.1Ado_d41_m28,solar leasing,New Jersey,1.1,Adoption over Time,% third party owned systems ($200k-$250k),%,m11,-0.67839,0.00042985,-0.0053434,2021.7,-6.4778,0.62903,1555.8,1.5744e+05,11.331,0.1559,-0.12547,0.23592,0.17585,-4.7294,-5.8753,0.61463,0.55842,0.0060624,-0.19273,0.256,0.21925,13,13,1.4165,0.036564,1.3799,13,9,12,1,0,1,0.95467,1,1,n,y,y,y,y,y,y,y,m,n,m
sol_new_1.1Ado_d42_m28,solar leasing,New Jersey,1.1,Adoption over Time,% third party owned systems ($50k-$100k),%,m11,-0.016969,0.0013186,0.0042967,3694,-258.97,0.71308,1555.5,1.5746e+05,-7.9491,-2.931e-14,-0.33333,0.23908,0.18684,-8.8959,-10.875,0.75209,0.71308,0.0045219,-0.19457,0.23854,0.19147,13,13,1.3266,0.089752,1.2369,13,9,12,1,0,1,0.95675,1,1,n,y,y,y,y,y,y,y,m,n,m
sol_new_1.1Ado_d43_m28,solar leasing,New Jersey,1.1,Adoption over Time,% third party owned systems (<$50k),%,m11,3.6705,0.001838,0.0098791,2010.6,1.1972,0.82886,1555.4,1.5747e+05,-19.159,0.77166,0.69554,0.10999,0.08823,-10.811,-13.174,0.79107,0.75685,0.025789,-0.16905,0.22719,0.17296,13,13,1.1461,0.091692,1.0545,13,7,12,1,0,1,0.95376,1,1,y,y,y,y,y,y,y,y,m,y,m
sol_new_1.1Ado_d44_m28,solar leasing,New Jersey,1.1,Adoption over Time,% third party owned systems (>$250k),%,m11,-0.69311,0.00039716,-0.0056978,2021.7,-6.3402,0.62839,1555.8,1.5743e+05,12.046,0.1693,-0.1076,0.22365,0.16574,-5.1983,-6.438,0.61091,0.55946,0.0075486,-0.19094,0.24445,0.20675,13,13,1.4004,0.074795,1.3256,13,9,12,1,0,1,0.95705,1,1,n,y,y,y,y,y,y,y,m,n,m
sol_new_4.1Kso_d213_m100,solar leasing,New Jersey,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,m11,0.17112,0.17111,3.6032,2080.8,25.681,1.3932e+06,0.19425,1988.6,-7232.3,0.70677,0.65503,15.038,12.153,0.70677,0.67419,15.038,12.153,0.61726,0.57474,17.181,14.216,21,13,7.1776e-05,6.5494e-06,6.5227e-05,14,0,6,0,1,1,0.62767,0,1,y,y,y,m,y,m,m,m,y,m,m
sol_usa_1.1Ado_d39_m28,solar leasing,US,1.1,Adoption over Time,% third party owned systems ($100k-$150k),%,m11,-0.6571,0.00029441,-0.0070385,2022.2,-6.6877,0.45401,1555.7,1.5744e+05,14.603,0.24416,-0.0077914,0.1087,0.074091,-10.91,-13.292,0.43151,0.413,0.044363,-0.14676,0.12223,0.092408,13,13,1.3105,0.33479,0.97574,13,7,12,1,0,1,0.95344,1,1,n,y,y,y,y,y,y,y,m,n,m
sol_usa_1.1Ado_d40_m28,solar leasing,US,1.1,Adoption over Time,% third party owned systems ($150k-$200k),%,m11,0.074141,-0.024759,-0.011418,1635.6,59.271,0.38615,3.8107,1923.4,23.404,-3.4128e-13,-0.33333,0.11804,0.099704,0.10991,-0.068107,0.11136,0.085242,0.13099,-0.04281,0.11003,0.081547,13,13,1.4916,0.43765,1.054,13,10,12,1,0,1,0.9533,1,1,n,y,y,y,y,y,y,y,m,n,m
sol_usa_1.1Ado_d41_m28,solar leasing,US,1.1,Adoption over Time,% third party owned systems ($200k-$250k),%,m11,-0.46394,-0.039712,-0.015802,2021,-9.472,0.40451,1.6674,1975.2,32.19,0.4055,0.20733,0.092188,0.066683,0.20542,0.046498,0.10658,0.083814,0.24455,0.093462,0.10392,0.077926,13,13,1.4066,0.40542,1.0012,13,10,12,1,0,1,0.94537,1,1,m,y,y,y,y,y,y,y,m,m,m
sol_usa_1.1Ado_d42_m28,solar leasing,US,1.1,Adoption over Time,% third party owned systems ($50k-$100k),%,m11,2.2988,0.00097739,0.00028571,2010.4,1.9117,0.46773,1555.5,1.5746e+05,-0.14223,0.51908,0.35877,0.085772,0.066066,-12.3,-14.96,0.45106,0.43377,7.471e-05,-0.19991,0.12368,0.09471,13,13,1.3213,0.30573,1.0155,13,7,12,1,0,1,0.95473,1,1,m,y,y,y,y,y,y,y,m,m,m
sol_usa_1.1Ado_d43_m28,solar leasing,US,1.1,Adoption over Time,% third party owned systems (<$50k),%,m11,1.8098,0.0019605,0.01083,2010.7,2.4282,0.51536,1555.2,1.5749e+05,-21.367,0.6974,0.59653,0.074466,0.050164,-11.815,-14.378,0.4846,0.46531,0.089601,-0.092479,0.12916,0.10352,13,13,1.2787,0.23867,1.0401,13,7,12,1,0,1,0.95643,1,1,m,y,y,y,y,y,y,y,m,m,m
sol_usa_1.1Ado_d44_m28,solar leasing,US,1.1,Adoption over Time,% third party owned systems (>$250k),%,m11,-0.42741,-0.044752,-0.017027,2020.8,-10.282,0.4,0.46927,2007.2,34.648,0.40355,0.20474,0.094297,0.067514,0.23062,0.076739,0.1071,0.082754,0.27227,0.12673,0.10416,0.076277,13,13,1.4475,0.395,1.0525,13,10,12,1,0,1,0.94015,1,1,m,y,y,y,y,y,y,y,m,m,m
sol_usa_4.1Kso_d213_m100,solar leasing,US,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,m11,0.54293,0.073816,4.999,2009.9,8.0939,83.839,0.12707,1932.3,-10011,0.93132,0.9192,8.5099,7.505,0.74557,0.7173,16.379,13.425,0.869,0.85444,11.753,9.9238,21,18,1.1928,0.049468,1.1433,18,0,17,0,0,1,0.93325,0,1,y,y,y,y,y,y,y,y,y,y,y
sus_glo_1.1Ado_d181_m40,sustainable fashion,Global,1.1,Adoption over Time,Revenue share of the sustainable apparel market,% market share (sustainable apparel),m1,0.082832,0.082817,0.002714,2123,53.052,185.58,2.6326,2071.6,-5.4446,0.99875,0.99828,0.0003355,0.00029242,0.99875,0.99847,0.00033529,0.00029225,0.97452,0.96886,0.0015149,0.0013026,12,12,0.00027697,0.0001137,0.00016327,12,0,11,0,0,0,0.89141,1,1,y,y,y,y,y,y,y,m,y,m,y
sus_glo_1.1Ado_d209_m123,sustainable fashion,Global,1.1,Adoption over Time,Value of the sustainable apparel market,billion USD,m1,0.22837,0.15509,30.9,2026.5,19.243,640.44,0.0015578,1947.3,-62311,0.99995,0.99981,0.30378,0.27899,0.99824,0.99649,1.8339,1.6542,0.99721,0.99442,2.3108,2.16,5,5,0.41221,0.22016,0.19205,5,0,4,0,0,0,0.77675,0,0,y,n,y,y,y,y,y,m,y,n,n
sus_glo_3.3Leg_d235_m20,sustainable fashion,Global,3.3,Risk & Uncertainty (Shared Expectations),scientific publications,# publications,m1,0.2434,0.16565,2.0063,2022.5,18.055,316.31,4.0744,2000.5,-3983.8,0.97381,0.97227,7.4079,3.1131,0.96787,0.96663,8.2049,3.8036,0.48416,0.46432,32.874,25.035,55,28,0.57538,0.0031614,0.57222,32,0,28,0,0,1,0.84774,0,0,y,y,y,y,y,y,y,y,y,y,y
sus_glo_3.5Mar_d127_m8,sustainable fashion,Global,3.5,Market Formation,NewStartups (2nd hand clothes),# companies,m1,0.88552,0.012644,0.12358,2011.4,4.9626,4.8339,1552.7,1.5769e+05,-245.9,0.71965,0.69914,1.2411,0.55764,-0.4156,-0.48301,2.7889,1.5111,0.46885,0.44356,1.7083,1.2877,45,19,2.0687,0.20687,1.8618,43,3,42,0,0,1,0.89429,0,1,y,y,y,m,m,m,y,y,y,m,m
sus_glo_3.5Mar_d129_m8,sustainable fashion,Global,3.5,Market Formation,NewStartups (sust fashion),# companies,m1,0.41271,0.031631,0.3253,2011.5,10.648,13.1,1549,1.5806e+05,-647.15,0.67587,0.65215,3.3667,1.933,-0.4781,-0.54848,7.1895,4.0889,0.51038,0.48706,4.1379,3.0335,45,27,1.6794,0.076337,1.6031,42,2,41,0,0,1,0.8779,0,1,m,y,y,m,m,m,y,y,y,m,m
sus_glo_3.5Mar_d172_m11,sustainable fashion,Global,3.5,Market Formation,PrivateEquityDeals (2nd hand clothes),# deals,m1,0.72636,0.022978,0.23281,2012.6,6.0499,9.1899,1550.5,1.5791e+05,-463.52,0.79027,0.77492,1.871,0.99558,-0.39127,-0.45752,4.8189,2.5556,0.54768,0.52614,2.7477,2.2067,45,20,1.4146,0.10881,1.3058,20,5,19,1,0,1,0.88325,0,1,y,y,y,y,y,y,y,y,y,y,y
sus_glo_3.5Mar_d174_m11,sustainable fashion,Global,3.5,Market Formation,PrivateEquityDeals (sust fashion),# deals,m1,0.88278,0.043581,0.44875,2018.4,4.978,27.83,1546,1.5836e+05,-894.08,0.82677,0.81409,3.7339,1.6959,-0.23093,-0.28955,9.9532,4.3111,0.42203,0.39451,6.8202,4.9382,45,20,1.3655,0.035933,1.3295,39,2,38,0,0,1,0.89345,0,1,y,y,y,m,m,m,y,y,y,m,m
sus_glo_3.5Mar_d176_m27,sustainable fashion,Global,3.5,Market Formation,PrivateEquityInvestment (2nd hand clothes),$ million,m1,1.0325,0.066618,1.5284,2012.3,4.2559,62.627,2.9184,1978.2,-3042.1,0.35964,0.31279,34.513,14.975,0.19671,0.15845,38.655,22.951,0.21181,0.17428,38.29,23.405,45,19,3.6979,0.0055886,3.6923,19,4,14,1,1,1,0.49306,0,0,m,y,y,m,m,m,m,y,m,m,m
sus_glo_3.5Mar_d178_m27,sustainable fashion,Global,3.5,Market Formation,PrivateEquityInvestment (sust fashion),$ million,m1,94.1,0.24612,0.90113,2021,0.0467,89.275,4.3367,2011.9,-1795.9,0.69581,0.67356,14.336,5.1158,0.51654,0.49352,18.073,6.2374,0.20273,0.16476,23.209,12.061,45,20,1.8172,0.00032106,1.8169,39,2,38,0,0,1,0.42468,0,0,m,y,y,m,m,m,m,y,m,m,m
sus_glo_3.5Mar_d201_m27,sustainable fashion,Global,3.5,Market Formation,TotalFundraisingAmount (2nd hand clothes),$ million,m1,38.336,0.21248,7.7075,2022.1,0.11463,893.85,3.5232e-05,1945.4,-15360,0.41892,0.3764,205.88,70.077,0.28777,0.25385,227.93,72.7,0.13736,0.096282,250.85,113.07,45,19,2,0.00039156,1.9996,19,0,14,0,1,1,0.036159,0,0,m,y,y,m,m,m,m,y,m,m,m
sus_glo_3.5Mar_d203_m27,sustainable fashion,Global,3.5,Market Formation,TotalFundraisingAmount (sust fashion),$ million,m1,43.558,0.080951,8.1653,2017.1,0.10089,511.7,0.050689,1914.4,-16261,0.16947,0.1087,403.74,117.6,0.061317,0.016618,429.22,139.24,0.057296,0.012405,430.14,150.47,45,22,5.8744,5.6015e-05,5.8743,39,6,38,1,0,1,0.082913,0,0,n,y,y,m,m,m,m,y,m,n,m
sus_glo_3.5Mar_d205_m11,sustainable fashion,Global,3.5,Market Formation,TotalFundraisingDeals (2nd hand clothes),# deals,m1,0.96977,0.028936,0.29578,2012.9,4.5314,11.712,1549.3,1.5803e+05,-588.96,0.82507,0.81227,2.1519,1.1537,-0.38684,-0.45288,6.059,3.2,0.55745,0.53638,3.4227,2.7899,45,20,1.5369,0.085383,1.4515,20,5,19,1,0,1,0.89104,0,1,y,y,y,y,y,y,y,y,y,y,y
sus_glo_3.5Mar_d207_m11,sustainable fashion,Global,3.5,Market Formation,TotalFundraisingDeals (sust fashion),# deals,m1,0.6331,0.14681,0.56561,2018.1,6.9412,34.353,6.4782,2012.1,-1126.8,0.81197,0.79821,4.7744,2.2139,0.73486,0.72223,5.6694,2.6784,0.44511,0.41868,8.2017,5.9429,45,22,1.2808,0.029109,1.2517,39,2,38,0,0,1,0.882,0,1,y,y,y,m,m,m,y,y,y,m,m
sus_glo_3.5Mar_d75_m128,sustainable fashion,Global,3.5,Market Formation,CumulativeStartups (2nd hand clothes),cum. # companies,m1,0.29411,0.13392,1.2734,2017.8,14.941,82.748,3.4235,2000.4,-2535.4,0.99447,0.99406,1.5548,1.3748,0.96908,0.9676,3.6764,2.4855,0.62576,0.60794,12.789,10.679,45,44,0.82177,0.012085,0.80968,44,1,43,0,0,0,0.91236,0,1,y,y,y,y,y,y,y,y,y,y,y
sus_glo_3.5Mar_d77_m128,sustainable fashion,Global,3.5,Market Formation,CumulativeStartups (sust fashion),cum. # companies,m1,0.19639,0.12478,3.504,2021,22.376,306.24,0.14992,1965.9,-6975.7,0.99453,0.99413,4.0824,3.0587,0.98512,0.98441,6.7342,3.9263,0.67957,0.66432,31.248,26.162,45,43,0.60084,0.0032654,0.59757,43,1,42,0,0,0,0.91226,0,0,y,y,y,y,y,y,y,y,y,y,y
sus_glo_4.1Kso_d213_m100,sustainable fashion,Global,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,m1,0.5673,0.15265,5.3158,2017.8,7.7463,102.43,0.094277,1977.4,-10670,0.95069,0.94199,7.9302,6.8035,0.8835,0.87056,12.19,9.2887,0.81236,0.79151,15.47,13.541,21,20,0.97627,0.018286,0.95799,21,2,19,0,0,1,0.90166,0,1,y,y,y,y,y,y,y,y,y,y,y
sus_jap_2.3Rel_d111_m107,sustainable fashion,Japan,2.3,Relative advantage - co-benefits,Imports of worn clothing,Million USD,m1,-2.594e-07,0.0059321,2.8823e+05,7.5579e+05,-1.6941e+07,8.569e+07,5634.4,483.67,-5.3101e+08,-4.5279e-07,-0.09375,2.7508e+07,2.2215e+07,0.011424,-0.048489,2.735e+07,2.2306e+07,0.011848,-0.04804,2.7344e+07,2.2302e+07,36,36,1.3755,0.032402,1.3431,36,28,35,1,0,1,0.92324,0,0,n,y,y,y,y,y,y,y,m,n,m
sus_jap_2.3Rel_d96_m107,sustainable fashion,Japan,2.3,Relative advantage - co-benefits,Exports of worn clothing,Million USD,m1,0.10241,0.035703,2.4464e+06,2003.3,42.911,1.183e+08,0.47414,1482.6,-4.8414e+09,0.68449,0.65491,1.7591e+07,1.4138e+07,0.63022,0.60781,1.9044e+07,1.3917e+07,0.6585,0.6378,1.8302e+07,1.411e+07,36,36,1.0776,0.22929,0.84833,36,9,35,1,0,0,0.96194,0,0,m,y,y,y,y,y,y,y,y,m,y
sus_jap_3.5Mar_d129_m8,sustainable fashion,Japan,3.5,Market Formation,NewStartups (sust fashion),# companies,m1,395.73,0.0016491,0.0068511,2016.2,0.011105,0.375,1554.9,1.5747e+05,-13.649,0.33036,0.28136,0.20412,0.083333,-0.071429,-0.12245,0.2582,0.066667,0.12724,0.085675,0.23304,0.13343,45,3,2.6667,2.6667,0,6,5,5,0,0,1,0,1,1,m,n,m,m,m,m,m,m,m,n,n
sus_jap_3.5Mar_d174_m11,sustainable fashion,Japan,3.5,Market Formation,PrivateEquityDeals (sust fashion),# deals,m1,0.29025,0.10112,0.0064559,2015.1,15.14,0.32026,4.8583,2050.6,-12.858,0.095034,0.028817,0.31069,0.11813,0.082692,0.03901,0.3128,0.12657,0.065904,0.021423,0.31565,0.14006,45,2,6.245,3.1225,3.1225,9,0,8,0,0,1,0,0,1,n,n,m,m,m,m,m,y,m,n,n
sus_jap_3.5Mar_d178_m27,sustainable fashion,Japan,3.5,Market Formation,PrivateEquityInvestment (sust fashion),$ million,m1,0.0516,0.0013975,0.0042439,2203.5,85.164,1667.9,1555,1.5746e+05,-8.4395,0.025428,-0.045882,0.30303,0.10963,-0.034059,-0.0833,0.31214,0.056649,0.032241,-0.013843,0.30196,0.1105,45,2,0.0012159,0.0003125,0.00090337,9,8,0,0,0,1,0,0,1,n,n,m,m,m,m,m,m,m,n,n
sus_jap_3.5Mar_d203_m27,sustainable fashion,Japan,3.5,Market Formation,TotalFundraisingAmount (sust fashion),$ million,m1,0.0516,0.0013975,0.0042439,2203.5,85.164,1667.9,1555,1.5746e+05,-8.4395,0.025428,-0.045882,0.30303,0.10963,-0.034059,-0.0833,0.31214,0.056649,0.032241,-0.013843,0.30196,0.1105,45,2,0.0012159,0.0003125,0.00090337,9,8,0,0,0,1,0,0,1,n,n,m,m,m,m,m,m,m,n,n
sus_jap_3.5Mar_d207_m11,sustainable fashion,Japan,3.5,Market Formation,TotalFundraisingDeals (sust fashion),# deals,m1,0.29025,0.10112,0.0064559,2015.1,15.14,0.32026,4.8583,2050.6,-12.858,0.095034,0.028817,0.31069,0.11813,0.082692,0.03901,0.3128,0.12657,0.065904,0.021423,0.31565,0.14006,45,2,6.245,3.1225,3.1225,9,0,8,0,0,1,0,0,1,n,n,m,m,m,m,m,y,m,n,n
sus_jap_3.5Mar_d77_m128,sustainable fashion,Japan,3.5,Market Formation,CumulativeStartups (sust fashion),cum. # companies,m1,0.70291,0.2146,0.043215,2018.8,6.2518,3.0583,6.2995,2026.5,-86.138,0.97692,0.97523,0.13318,0.057027,0.91732,0.91338,0.25205,0.1379,0.40993,0.38183,0.67336,0.52293,45,8,0.98094,0.32698,0.65396,8,2,7,1,0,0,0.85366,0,1,y,y,y,y,y,y,y,y,y,y,y
sus_jap_4.1Kso_d213_m100,sustainable fashion,Japan,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,m1,4.6889,0.18735,3.0806,2019.9,0.93719,60.737,0.52786,1998.2,-6187.7,0.70705,0.65535,14.444,6.8884,0.55635,0.50706,17.775,12.618,0.48861,0.43179,19.084,14.046,21,7,1.6465,0.48046,1.166,10,2,7,1,1,1,0.7091,0,1,y,y,y,m,y,m,y,y,y,m,m
sus_uki_2.3Rel_d111_m107,sustainable fashion,UK,2.3,Relative advantage - co-benefits,Imports of worn clothing,Million USD,m1,0.10657,0.10657,2.4913e+06,2120.7,41.236,3.2011e+12,6.3657e-07,1716.6,-4.9721e+09,0.83698,0.81886,1.107e+07,7.9481e+06,0.83698,0.82533,1.107e+07,7.948e+06,0.66057,0.63633,1.5973e+07,1.2749e+07,31,31,3.477e-05,1.488e-06,3.3282e-05,31,1,23,0,1,1,0.87589,0,0,y,y,y,m,y,m,y,m,y,m,m
sus_uki_2.3Rel_d96_m107,sustainable fashion,UK,2.3,Relative advantage - co-benefits,Exports of worn clothing,Million USD,m1,0.33289,0.04652,1.7961e+07,2004.3,13.201,5.0118e+08,1.5586e-08,1202.2,-3.5748e+10,0.8943,0.88256,6.0064e+07,4.5354e+07,0.63568,0.60966,1.1151e+08,9.7822e+07,0.75611,0.73869,9.1236e+07,6.9071e+07,31,31,1.2216,0.10624,1.1154,31,10,30,1,0,0,0.96016,0,0,y,y,y,y,y,y,y,y,y,y,y
sus_uki_3.5Mar_d129_m8,sustainable fashion,UK,3.5,Market Formation,NewStartups (sust fashion),# companies,m1,1.8812,0.0056318,0.049144,2016.4,2.336,2.6025,1554.2,1.5755e+05,-97.763,0.37503,0.32931,1.1216,0.48611,-0.19235,-0.24912,1.5492,0.62222,0.20237,0.16439,1.2671,0.76115,45,13,3.0739,0.38424,2.6897,33,4,32,1,0,1,0.44444,0,1,m,y,y,m,m,m,m,y,m,m,m
sus_uki_3.5Mar_d174_m11,sustainable fashion,UK,3.5,Market Formation,PrivateEquityDeals (sust fashion),# deals,m1,1.7513,0.0074527,0.067984,2019.2,2.5092,4.6389,1553.7,1.5759e+05,-135.46,0.69839,0.67632,0.89799,0.33991,-0.15534,-0.21035,1.7575,0.64444,0.29158,0.25784,1.3762,0.89695,45,10,1.509,0.21557,1.2934,18,1,17,0,0,1,0.79856,0,1,m,y,y,m,m,m,y,y,m,m,m
sus_uki_3.5Mar_d178_m27,sustainable fashion,UK,3.5,Market Formation,PrivateEquityInvestment (sust fashion),$ million,m1,38.605,0.15079,0.049501,2020,0.11383,3.8954,7.7067,2029.6,-98.623,0.58221,0.55164,0.90208,0.34685,0.36163,0.33123,1.1151,0.50853,0.21219,0.17468,1.2387,0.72292,45,10,1.7931,0.095302,1.6978,18,2,17,1,0,1,0.65967,0,1,m,y,y,m,m,m,m,y,m,m,m
sus_uki_3.5Mar_d203_m27,sustainable fashion,UK,3.5,Market Formation,TotalFundraisingAmount (sust fashion),$ million,m1,24.168,0.0065113,0.058192,2020,0.18183,4.3048,1553.9,1.5757e+05,-115.9,0.58901,0.55894,0.96919,0.37691,-0.15713,-0.21223,1.6262,0.59926,0.2499,0.21418,1.3093,0.84194,45,12,1.6226,0.0027295,1.6199,18,2,6,1,1,1,0.72293,0,1,m,y,y,m,m,m,y,y,m,m,m
sus_uki_3.5Mar_d207_m11,sustainable fashion,UK,3.5,Market Formation,TotalFundraisingDeals (sust fashion),# deals,m1,1.3774,0.010174,0.096706,2018.8,3.1905,6.2762,1553.1,1.5765e+05,-192.67,0.74395,0.72521,1.09,0.45981,-0.18774,-0.2443,2.3476,0.93333,0.33995,0.30852,1.75,1.1872,45,13,1.434,0.15933,1.2747,19,3,18,1,0,1,0.82258,0,1,y,y,y,m,m,m,y,y,y,m,m
sus_uki_3.5Mar_d77_m128,sustainable fashion,UK,3.5,Market Formation,CumulativeStartups (sust fashion),cum. # companies,m1,0.12272,0.12272,0.50975,2107.9,35.807,9.1343e+05,9.8388,2014.7,-1014.5,0.95628,0.95308,1.6777,1.1746,0.95628,0.9542,1.6777,1.1745,0.68079,0.66559,4.5332,3.6873,45,34,3.0654e-05,1.0948e-06,2.9559e-05,34,1,33,0,0,0,0.90152,0,1,y,y,y,y,y,y,y,m,y,m,y
